Supplier,Recipient,Ordered,Weapon model,Weapon category,Ordered year,Delivered year,Delivered num.,Comments,latS,longS,codeS,latR,longR,codeR
Sweden,Australia,3,Giraffe AMB,Air search radar,2010,2012-2013,3,SEK550 m ($86 m) Land-19 Phase-7A deal (incl 1 on lease from 2011 until delivery of 3 ordered) | for use in Afghanistan,60.128161,18.643501,SWE,-25.274398,133.775136,AUS
Sweden,Austria,32,BvS-10,APC,2016,2018,(10),EUR85 m deal | BvS-10 Mk-2B AUT version | delivery planned 2018-2019,60.128161,18.643501,SWE,47.516231,14.550072,AUT
Sweden,Brazil,(80),RBS-70 Mk-3 Bolide,Portable SAM,2014,2014-2017,(80),BRL28 m or SEK80 m ($12 m) deal (incl 16 launchers),60.128161,18.643501,SWE,-14.235004,-51.92528,BRA
Sweden,Brazil,,RBS-70,Portable SAM,2018,,,RBS-70NG version,60.128161,18.643501,SWE,-14.235004,-51.92528,BRA
Sweden,Brunei,3,SAK-70 Mk-2 57mm,Naval gun,(2007),2011,3,For 3 OPV-80 (Darussalam) corvettes from FRG | SAK-70 Mk-3 version,60.128161,18.643501,SWE,4.535277,114.727669,BRN
Sweden,Brunei,(1),SAK-70 Mk-2 57mm,Naval gun,(2012),2014,1,SAK-70 Mk-3 version for 1 OPV-80 (Darussalam) corvette from FRG,60.128161,18.643501,SWE,4.535277,114.727669,BRN
Sweden,Cameroon,(23),MD5,Diesel engine,2015,2016,(23),For 23 Bastion APC from France,60.128161,18.643501,SWE,7.369722,12.354722,CMR
Sweden,Canada,24,CEROS-200,Fire control radar,2009,2014-2018,(24),For modernization of 12 Halifax (City) frigates,60.128161,18.643501,SWE,56.130366,-106.346771,CAN
Sweden,Chad,(22),MD5,Diesel engine,2012,2012,(22),For 22 Bastion Patsas APC from France,60.128161,18.643501,SWE,15.454166,18.732207,TCD
Sweden,Cote dIvoire,(9),MD5,Diesel engine,(2017),2018,(9),For 9 Bastion APC from France,60.128161,18.643501,SWE,7.539989,-5.54708,CIV
Sweden,Croatia,(84),DI-12,Diesel engine (AV),2007,2008-2012,(84),For 84 AMV APC from Finland,60.128161,18.643501,SWE,45.1,15.2,HRV
Sweden,Croatia,(42),DI-12,Diesel engine (AV),2008,2012,(42),For 42 AMV APC from Finland,60.128161,18.643501,SWE,45.1,15.2,HRV
Sweden,Czechia,(80),RBS-70,Portable SAM,(2018),,,RBS-70 Mk-2 version | for RBS-70NG SAM system | delivery planned 2019,60.128161,18.643501,SWE,49.817492,15.472962,CZE
Sweden,Denmark,3,CEROS-200,Fire control radar,(2006),2012-2014,3,For 3 Huitfeldt (PS) frigates produced in Denmark,60.128161,18.643501,SWE,56.26392,9.501785,DNK
Sweden,Denmark,(309),DC13,Diesel engine,2016,2018,25,For 309 Piranha-5 APC from Switzerland,60.128161,18.643501,SWE,56.26392,9.501785,DNK
Sweden,Estonia,(4),Giraffe AMB,Air search radar,2007,2008-2010,(4),Part of EUR60 m deal | for use with Mistral SAM,60.128161,18.643501,SWE,58.595272,25.013607,EST
Sweden,Ethiopia,(12),MD5,Diesel engine,2015,2016,(12),For 12 Bastion APC from France,60.128161,18.643501,SWE,9.145,40.489673,ETH
Sweden,Finland,4,9LV,Fire control radar,(2006),2013-2014,(4),9LV-225 version | for modernization of 4 Rauma FAC,60.128161,18.643501,SWE,61.92411,25.748151,FIN
Sweden,Finland,4,Giraffe-75,Air search radar,(2006),2013-2014,(4),Sea Giraffe version | for modernisation of 4 Rauma FAC,60.128161,18.643501,SWE,61.92411,25.748151,FIN
Sweden,Finland,(1500),NLAW,Anti-tank missile,2007,2009-2010,(1500),EUR38 m deal | probably from UK production line,60.128161,18.643501,SWE,61.92411,25.748151,FIN
Sweden,Finland,(200),RBS-70 Mk-3 Bolide,Portable SAM,2007,2008-2010,(200),SEK600 m ($85 m) deal,60.128161,18.643501,SWE,61.92411,25.748151,FIN
Sweden,Finland,(100),RBS-70 Mk-3 Bolide,Portable SAM,(2009),2013,(100),EUR26 m deal,60.128161,18.643501,SWE,61.92411,25.748151,FIN
Sweden,Finland,147,MT-LB,APC,2011,2011,147,Second-hand,60.128161,18.643501,SWE,61.92411,25.748151,FIN
Sweden,Finland,(1000),NLAW,Anti-tank missile,2015,2015,(1000),EUR32 m ($36 m) deal | option on more,60.128161,18.643501,SWE,61.92411,25.748151,FIN
Sweden,Finland,,AUV-62,AS/ASW torpedo,2017,,,For Hamina FAC(M) | delivery planned 2023-2025,60.128161,18.643501,SWE,61.92411,25.748151,FIN
Sweden,Finland,(500),NLAW,Anti-tank missile,2017,2017,(500),,60.128161,18.643501,SWE,61.92411,25.748151,FIN
Sweden,France,53,BvS-10,APC,2009,2011-2013,53,VHM programme | BvS-10 Mk-2 version | incl CP and mortar carrier versions,60.128161,18.643501,SWE,46.227638,2.213749,FRA
Sweden,Germany,2,Skeldar,UAV,2018,,,For use on K-130 frigates | delivery planned 2019,60.128161,18.643501,SWE,51.165691,10.451526,DEU
Sweden,Hungary,1,JAS-39C Gripen,FGA aircraft,2015,2016,1,Second-hand | lease | JAS-39D version,60.128161,18.643501,SWE,47.162494,19.503304,HUN
Sweden,Indonesia,(4),SAK-70 Mk-2 57mm,Naval gun,(2011),2015,(3),SAK-70 Mk-3 version | for 4 KCR-60 FAC produced in Indonesia,60.128161,18.643501,SWE,-0.789275,113.921327,IDN
Sweden,Indonesia,(1),Skeldar,UAV,2016,2017,(1),Skeldar V-200 version,60.128161,18.643501,SWE,-0.789275,113.921327,IDN
Sweden,Ireland,(50),RBS-70 Mk-3 Bolide,Portable SAM,2015,2015-2016,(50),SEK270 m ($30 m) deal,60.128161,18.643501,SWE,53.41291,-8.24389,IRL
Sweden,Ireland,(25),RBS-70 Mk-3 Bolide,Portable SAM,2018,,,,60.128161,18.643501,SWE,53.41291,-8.24389,IRL
Sweden,Italy,5,ARTHUR,Arty locating radar,2009,2010-2013,(5),EUR46 m deal,60.128161,18.643501,SWE,41.87194,12.56738,ITA
Sweden,Kenya,12,MD5,Diesel engine,2018,2018,(12),For 12 Bastion Patsas APC from France,60.128161,18.643501,SWE,-0.023559,37.906193,KEN
Sweden,Latvia,(16),M/41D 120mm,Mortar,(2010),2010,16,Second-hand,60.128161,18.643501,SWE,56.879635,24.603189,LVA
Sweden,Latvia,(50),RBS-70,Portable SAM,2015,2017,(50),,60.128161,18.643501,SWE,56.879635,24.603189,LVA
Sweden,Latvia,(50),RBS-70,Portable SAM,2016,2016-2017,(50),,60.128161,18.643501,SWE,56.879635,24.603189,LVA
Sweden,Lithuania,(50),RBS-70 Mk-3 Bolide,Portable SAM,2015,2016,(50),SEK 106 m ($14 m) deal,60.128161,18.643501,SWE,55.169438,23.881275,LTU
Sweden,Lithuania,,RBS-70 Mk-3 Bolide,Portable SAM,2018,,,,60.128161,18.643501,SWE,55.169438,23.881275,LTU
Sweden,Luxembourg,(50),NLAW,Anti-tank missile,2010,2012,(50),From UK production line,60.128161,18.643501,SWE,49.815273,6.129583,LUX
Sweden,Luxembourg,(50),NLAW,Anti-tank missile,(2015),2016-2017,(50),,60.128161,18.643501,SWE,49.815273,6.129583,LUX
Sweden,Mali,(5),MD5,Diesel engine,2015,2016,(5),For 5 Bastion APC from France,60.128161,18.643501,SWE,17.570692,-3.996166,MLI
Sweden,Mexico,4,SAK-70 Mk-2 57mm,Naval gun,2014,2016-2017,2,SAK-70 Mk-3 version | for 4 Oaxaca OPV produced in Mexico,60.128161,18.643501,SWE,23.634501,-102.552784,MEX
Sweden,Mexico,1,SAK-70 Mk-2 57mm,Naval gun,(2017),,,SAK-70 Mk-3 version | for 1 SIGMA-105 (Reformador) frigate from Netherlands,60.128161,18.643501,SWE,23.634501,-102.552784,MEX
Sweden,Norway,6,CEROS-200,Fire control radar,2003,2010-2013,6,SEK155 m ($16 m) deal | for 6 Skjold FAC produced in Norway,60.128161,18.643501,SWE,60.472024,8.468946,NOR
Sweden,Pakistan,4,Saab-2000 AEW,AEW&C aircraft,2006,2009-2010,(4),Original SEK8.3 b deal for 6-8 reduced to SEK7 b deal for 4,60.128161,18.643501,SWE,30.375321,69.345116,PAK
Sweden,Pakistan,4,Saab-2000,Transport aircraft,2016,2016-2018,4,Second-hand,60.128161,18.643501,SWE,30.375321,69.345116,PAK
Sweden,Poland,(645),DI-12,Diesel engine (AV),2003,2004-2014,(645),For 645 AMV (Rosomak) APC and IFV from Finland,60.128161,18.643501,SWE,51.919438,19.145136,POL
Sweden,Poland,36,RBS-15 Mk-3,Anti-ship MI/SSM,2006,2011-2013,(36),Part of PLN560 m ($190 m) deal | from FRG production line | for modernized Orkan corvettes,60.128161,18.643501,SWE,51.919438,19.145136,POL
Sweden,Poland,(307),DI-12,Diesel engine (AV),2013,2014-2018,(215),For 307 AMV (Rosomak) APC and IFV from Finland,60.128161,18.643501,SWE,51.919438,19.145136,POL
Sweden,Saudi Arabia,(200),RBS-56B Bill-2,Anti-tank missile,2005,2010-2011,(200),Possibly second-hand,60.128161,18.643501,SWE,23.885942,45.079162,SAU
Sweden,Saudi Arabia,2,Saab-2000 AEW,AEW&C aircraft,2010,2014,2,SEK4.5 b ($670 m) deal | second-hand Saab-2000 transport aircraft modified to AEW aircraft,60.128161,18.643501,SWE,23.885942,45.079162,SAU
Sweden,Saudi Arabia,71,MD5,Diesel engine,(2015),2016,(71),For Bastion APC from France,60.128161,18.643501,SWE,23.885942,45.079162,SAU
Sweden,Senegal,(9),MD5,Diesel engine,2016,2017,(9),For 9 Bastion APC from France,60.128161,18.643501,SWE,14.497401,-14.452362,SEN
Sweden,Singapore,2,V\u0228?stergotland,Submarine,2005,2011-2012,2,Second-hand but modernized (incl with AIP engines) before delivery | SEK1 b ($128 m) Northern Light deal | Singaporean designation Archer,60.128161,18.643501,SWE,1.352083,103.819836,SGP
Sweden,Singapore,(50),RBS-70 Mk-3 Bolide,Portable SAM,(2009),2011,(50),,60.128161,18.643501,SWE,1.352083,103.819836,SGP
Sweden,Singapore,6,Giraffe AMB,Air search radar,(2010),2011-2013,(6),Sea Giraffe AMB version | for modernization of 6 Victory corvettes,60.128161,18.643501,SWE,1.352083,103.819836,SGP
Sweden,Slovenia,(30),DI-12,Diesel engine (AV),2006,2009-2011,(30),For 30 AMV APC/IFV from Finland,60.128161,18.643501,SWE,46.151241,14.995463,SVN
Sweden,Somalia,(13),MD5,Diesel engine,2015,2016,(13),For 13 Bastion APC from France,60.128161,18.643501,SWE,5.152149,46.199616,SOM
Sweden,South Africa,17,JAS-39C Gripen,FGA aircraft,(2000),2010-2012,(17),Part of $1.2 b deal (offsets $8.7 b incl $1.5 b for arms industry) | JAS-39C version,60.128161,18.643501,SWE,-30.559482,22.937506,ZAF
Sweden,South Africa,(264),DI-12,Diesel engine (AV),2008,,,For 264 AMV APC/IFV from Finland,60.128161,18.643501,SWE,-30.559482,22.937506,ZAF
Sweden,Spain,(2),Skeldar,UAV,2013,2013,(2),,60.128161,18.643501,SWE,40.463667,-3.74922,ESP
Sweden,Spain,(348),DC13,Diesel engine,(2017),,,For 348 Piranha-5 APC from Switzerland,60.128161,18.643501,SWE,40.463667,-3.74922,ESP
Sweden,Switzerland,(4000),NLAW,Anti-tank missile,2017,2018,(1000),SEK1 b deal | delivery planned 2018-2021,60.128161,18.643501,SWE,46.818188,8.227512,CHE
Sweden,Thailand,6,JAS-39C Gripen,FGA aircraft,2008,2011,6,Part of THB18.4 b ($570-600 m) deal,60.128161,18.643501,SWE,15.870032,100.992541,THA
Sweden,Thailand,1,Saab-340,Transport aircraft,2008,2010,1,Second-hand,60.128161,18.643501,SWE,15.870032,100.992541,THA
Sweden,Thailand,1,Saab-340AEW,AEW&C aircraft,2008,2010,1,Second-hand | part of THB19 b ($637 m) deal,60.128161,18.643501,SWE,15.870032,100.992541,THA
Sweden,Thailand,6,JAS-39C Gripen,FGA aircraft,2010,2013,6,SEK2.2 b ($320 m) deal,60.128161,18.643501,SWE,15.870032,100.992541,THA
Sweden,Thailand,(25),RBS-15M,Anti-ship missile,2010,2012-2013,(25),RBS-15F version | for JAS-39 combat aircraft,60.128161,18.643501,SWE,15.870032,100.992541,THA
Sweden,Thailand,1,Saab-340AEW,AEW&C aircraft,2010,2012,1,Second-hand | part of SEK2.2 b ($320 m) deal,60.128161,18.643501,SWE,15.870032,100.992541,THA
Sweden,Thailand,4,CEROS-200,Fire control radar,2011,2015-2016,4,Part of SEK454 m ($70 m) deal | for modernization of 2 Naresuan frigates,60.128161,18.643501,SWE,15.870032,100.992541,THA
Sweden,Thailand,2,Giraffe AMB,Air search radar,2011,2015-2016,2,Part of SEK454 m ($70 m) deal | Sea Giraffe AMB version for modernization of 2 Naresuan frigates,60.128161,18.643501,SWE,15.870032,100.992541,THA
Sweden,Thailand,1,Giraffe AMB,Air search radar,2012,2014,1,Sea Giraffe AMB version for modernization of Chakri Naruebet aircraft carrier,60.128161,18.643501,SWE,15.870032,100.992541,THA
Sweden,Thailand,2,CEROS-200,Fire control radar,2013,2018,2,For 1 DW-3000 (Bhumibol Adulyadej) frigate from South Korea,60.128161,18.643501,SWE,15.870032,100.992541,THA
Sweden,Thailand,1,Giraffe-4A,Air search radar,2013,2018,1,For 1 DW-3000 (Bhumibol Adulyadej) frigate from South Korea,60.128161,18.643501,SWE,15.870032,100.992541,THA
Sweden,Thailand,1,Giraffe AMB,Air search radar,2013,2018,1,Sea Giraffe-AMB version | for 1 DW-3000 (Bhumibol Adulyadej) frigate from South Korea,60.128161,18.643501,SWE,15.870032,100.992541,THA
Sweden,Thailand,(1),ARTHUR,Arty locating radar,2014,2017,(1),,60.128161,18.643501,SWE,15.870032,100.992541,THA
Sweden,Thailand,(2),CEROS-200,Fire control radar,(2015),,,For 1 DW-3000 frigate from South Korea,60.128161,18.643501,SWE,15.870032,100.992541,THA
Sweden,Thailand,1,Giraffe-4A,Air search radar,(2015),,,For 1 DW-3000 (Bhumibol Adulyadej) frigate from South Korea,60.128161,18.643501,SWE,15.870032,100.992541,THA
Sweden,Thailand,1,Giraffe AMB,Air search radar,(2015),,,For 1 DW-3000 frigate from South Korea,60.128161,18.643501,SWE,15.870032,100.992541,THA
Sweden,Togo,(30),MD5,Diesel engine,2013,2014,(30),For 30 Bastion APC from France,60.128161,18.643501,SWE,8.619543,0.824782,TGO
Sweden,Tunisia,(4),MD5,Diesel engine,(2015),2017,(4),For 4 Bastion APC from France,60.128161,18.643501,SWE,33.886917,9.537499,TUN
Sweden,UAE,6,Giraffe AMB,Air search radar,2004,2011-2016,6,For 6 Baynunah corvettes from France,60.128161,18.643501,SWE,23.424076,53.847818,ARE
Sweden,UAE,(5),DI-12,Diesel engine (AV),2008,2008-2010,(5),For 5 AMV IFV from Finland,60.128161,18.643501,SWE,23.424076,53.847818,ARE
Sweden,UAE,2,Saab-340AEW,AEW&C aircraft,2009,2010-2011,2,Second-hand S-100B version modernized to S-100D before delivery | SEK1.5 b ($234 m) deal | interim order until new AEW aircraft chosen,60.128161,18.643501,SWE,23.424076,53.847818,ARE
Sweden,UAE,2,SAK-70 Mk-2 57mm,Naval gun,2013,2017,2,For 2 FOPV-850 Corvettes,60.128161,18.643501,SWE,23.424076,53.847818,ARE
Sweden,UAE,2,Erieye SRSS,AEW&C/AGS system,2015,,,Part of $1.3 b deal | for modification of 2 Global-6000 transport aircraft from Canada to AEW&C/AGS aircraft,60.128161,18.643501,SWE,23.424076,53.847818,ARE
Sweden,UAE,2,Erieye SRSS,AEW&C/AGS system,2015,,,Part of $1.3 b deal | Erieye (on 2 Saab-2000 AEW&C aircraft) rebuilt to Erieye SRSS,60.128161,18.643501,SWE,23.424076,53.847818,ARE
Sweden,UAE,(40),DI-12,Diesel engine (AV),2016,2016,40,For 40 AMV APC from Finland,60.128161,18.643501,SWE,23.424076,53.847818,ARE
Sweden,UAE,1,Erieye SRSS,AEW&C/AGS system,2017,,,Part of AED866 m ($238 m) deal | for modification of 1 Global-6000 transport aircraft from Canada to AEW&C aircraft,60.128161,18.643501,SWE,23.424076,53.847818,ARE
Sweden,Uganda,17,MD5,Diesel engine,2015,2016,(17),For 17 Bastion APC from France,60.128161,18.643501,SWE,1.373333,32.290275,UGA
Sweden,United Kingdom,5,Giraffe AMB,Air search radar,2008,2012-2013,(5),GBP30 m ($60 m) deal | part of LEAPP programme,60.128161,18.643501,SWE,55.378051,-3.435973,GBR
Sweden,United Kingdom,4,Giraffe AMB,Air search radar,2015,2017-2018,(4),SEK610 m ($75 m) deal,60.128161,18.643501,SWE,55.378051,-3.435973,GBR
Sweden,United States,(12),Giraffe AMB,Air search radar,(2004),2010-2017,(6),Sea Giraffe AMB version for 12 Independence (LCS-2) frigates produced in USA | US designation SPS-77,60.128161,18.643501,SWE,37.09024,-95.712891,USA
Sweden,United States,2,Giraffe AMB,Air search radar,2017,,,$17 m deal | for 2 Heritage (OPC) OPV produced in USA,60.128161,18.643501,SWE,37.09024,-95.712891,USA
Sweden,United States,(3141),BONUS-2,Guided shell,2018,2018,(500),,60.128161,18.643501,SWE,37.09024,-95.712891,USA
Sweden,United States,1,Giraffe AMB,Air search radar,2018,,,Sea Giraffe AMB version | for Expeditionary Sea Base (ESB) support ship produced in USA | US designation SPS-77,60.128161,18.643501,SWE,37.09024,-95.712891,USA
Sweden,Unknown recipient(s),(2),ARTHUR,Arty locating radar,2010,2013,(2),,60.128161,18.643501,SWE,30.602278,-44.134617,ZZZ
Sweden,Unknown recipient(s),(2),ARTHUR,Arty locating radar,2013,2014,(2),,60.128161,18.643501,SWE,30.602278,-44.134617,ZZZ
Sweden,Unknown recipient(s),(1),Giraffe AMB,Air search radar,(2014),2016,1,Giraffe-4A land-based air defence radar version,60.128161,18.643501,SWE,30.602278,-44.134617,ZZZ
Sweden,Unknown recipient(s),,Giraffe-1X,Air search radar,2017,,,,60.128161,18.643501,SWE,30.602278,-44.134617,ZZZ
Sweden,Unknown recipient(s),,Giraffe AMB,Air search radar,2018,,,,60.128161,18.643501,SWE,30.602278,-44.134617,ZZZ
Switzerland,Saudi Arabia,55,PC-21,Trainer aircraft,2012,2014-2016,55,Part of GBP1.6 b ($2.5 b) deal | ordered via UK company,46.818188,8.227512,CHE,23.885942,45.079162,SAU
Switzerland,Belgium,242,Piranha-3,APC,2006,2008-2015,(242),EUR700-800 m AIV programme (offsets incl production of components and assembly in Belgium) | incl 32 IFV 40 AFSV 24 command post 12 ambulance 17 ARV and 18 AEV version,46.818188,8.227512,CHE,50.503887,4.469936,BEL
Switzerland,China,(400),GDF 35mm,AA gun,(1995),1997-2018,(400),Produced in China | probably GDF-2 version | Chinese designation Type-90 and Type-99,46.818188,8.227512,CHE,35.86166,104.195397,CHN
Switzerland,China,(200),Skyguard,Fire control radar,(1995),1997-2018,(200),Produced in China | Chinese designation Type-902 | for use with GDF 35mm (Type-90) AA guns and possibly HQ-7 (FM-80) SAM systems,46.818188,8.227512,CHE,35.86166,104.195397,CHN
Switzerland,Germany,173,Eagle,APV,2008,2009-2010,(173),EUR106 m deal | produced in Germany | Eagle-4 version,46.818188,8.227512,CHE,51.165691,10.451526,DEU
Switzerland,Germany,20,Eagle,APV,2009,2010-2011,(20),Produced in Germany | Eagle-4 ambulance version | FRG designation LMMT,46.818188,8.227512,CHE,51.165691,10.451526,DEU
Switzerland,Germany,60,Eagle,APV,2010,2011,60,Produced in Germany | Eagle-4 version,46.818188,8.227512,CHE,51.165691,10.451526,DEU
Switzerland,Germany,195,Eagle,APV,2010,2011-2012,(195),EUR125 m deal | produced in Germany | Eagle-4 version,46.818188,8.227512,CHE,51.165691,10.451526,DEU
Switzerland,Germany,100,Eagle,APV,2013,2014,(100),GFF-2 programme | produced in Germany | Eagle-5 version,46.818188,8.227512,CHE,51.165691,10.451526,DEU
Switzerland,Romania,227,Piranha-5,APC,(2017),2018,(10),EUR895 m deal | incl 181 assembled/produced in Romania,46.818188,8.227512,CHE,45.943161,24.96676,ROU
Switzerland,Spain,(348),Piranha-5,APC,(2016),,,FSCT or VCR programme | incl IFV CP and reconnaissance version | selected 2016 but not yet ordered by end-2018,46.818188,8.227512,CHE,40.463667,-3.74922,ESP
Switzerland,United States,748,PC-9,Trainer aircraft,1996,1999-2016,(748),$7 b JPATS programme (incl $4.7 b for aircraft only) | US designation T-6A and T-6B Texan-2,46.818188,8.227512,CHE,37.09024,-95.712891,USA
Switzerland,Afghanistan,18,PC-12,Light transport ac,2012,2013-2015,(18),$218 m deal | ordered via USA and possibly modified in USA for reconnaissance role before delivery,46.818188,8.227512,CHE,33.93911,67.709953,AFG
Switzerland,Angola,(1),SA-316B Alouette-3,Light helicopter,(2013),2014,(1),Second-hand | SA-316B version,46.818188,8.227512,CHE,-11.202692,17.873887,AGO
Switzerland,Argentina,1,Skyguard,Fire control radar,2018,2018,1,CHF3.5 m ($3.4 m) deal: Skyguard-3 version,46.818188,8.227512,CHE,-38.416097,-63.616672,ARG
Switzerland,Australia,49,PC-21,Trainer aircraft,2015,2017-2018,(25),AUD1.2 b ($900 m) Air-5428 programme for 7 years lease | owned and operated by civilian company for Pilot Training System for training of Australian military,46.818188,8.227512,CHE,-25.274398,133.775136,AUS
Switzerland,Botswana,5,PC-7 Turbo Trainer,Trainer aircraft,2011,2013,5,CHF40 m ($46 m) deal | PC-7 Mk-2 version,46.818188,8.227512,CHE,-22.328474,24.684866,BWA
Switzerland,Brazil,18,Piranha-3,APC,2008,2010-2014,(18),Piranha-3C version | incl 2 command post 1 ARV and 1 ambulance version | possibly incl production of components in Brazil,46.818188,8.227512,CHE,-14.235004,-51.92528,BRA
Switzerland,Brazil,(6),Fieldguard-3,Fire control radar,2012,2014-2018,(6),For use with Astros-2020 and Astros-2 Mk-3M MRL,46.818188,8.227512,CHE,-14.235004,-51.92528,BRA
Switzerland,Canada,12,Leopard-2 chassis,Tank chassis,2011,2014-2016,(12),Second-hand Leopard-2A4 (Pz-87) delivered without armament | for modification to AEV or other armoured support vehicle,46.818188,8.227512,CHE,56.130366,-106.346771,CAN
Switzerland,Denmark,7,GDM-008 35mm,CIWS,(2005),2007-2014,(7),For 2 Absalon (FSS) frigate/support ships and 3 Huitfeldt (PS) frigates produced in Denmark,46.818188,8.227512,CHE,56.26392,9.501785,DNK
Switzerland,Denmark,309,Piranha-5,APC,2015,2018,(22),DKK4.5 b ($650 m) deal | incl command post ambulance ARV AEV and mortar carrier versions | delivery planned 2018-2023,46.818188,8.227512,CHE,56.26392,9.501785,DNK
Switzerland,Denmark,36,Eagle,APV,2017,2018,(18),Eagle-5 version | delivery planned 2018-2019,46.818188,8.227512,CHE,56.26392,9.501785,DNK
Switzerland,Finland,6,PC-12,Light transport ac,2009,2010,6,EUR22.5 m deal | PC-12NG version,46.818188,8.227512,CHE,61.92411,25.748151,FIN
Switzerland,France,17,PC-21,Trainer aircraft,2016,2018,15,Owned and operated by civilian company for French armed forces training | delivery 2018-2019,46.818188,8.227512,CHE,46.227638,2.213749,FRA
Switzerland,Germany,2,Skyshield-35,AA gun system,2009,2011-2012,2,EUR121 m deal | MANTIS (C-RAM or NBS-C-RAM) version (for use against artillery shells and rockets),46.818188,8.227512,CHE,51.165691,10.451526,DEU
Switzerland,Germany,76,Eagle,APV,2014,2015-2016,76,GFF-2 programme | incl production of components and assembled in Germany | Eagle-5 version,46.818188,8.227512,CHE,51.165691,10.451526,DEU
Switzerland,India,75,PC-7 Turbo Trainer,Trainer aircraft,2012,2013-2015,(75),PC-7 Mk-2 version | incl assembly from kits in India,46.818188,8.227512,CHE,20.593684,78.96288,IND
Switzerland,Indonesia,(2),Fieldguard-3,Fire control radar,(2012),2014-2015,(2),For use with ASTROS MRL,46.818188,8.227512,CHE,-0.789275,113.921327,IDN
Switzerland,Indonesia,6,Skyshield-35,AA gun system,2012,2014-2015,(6),$202 m deal,46.818188,8.227512,CHE,-0.789275,113.921327,IDN
Switzerland,Indonesia,2,Skyshield-35,AA gun system,2014,2015,2,,46.818188,8.227512,CHE,-0.789275,113.921327,IDN
Switzerland,Indonesia,2,GDM-008 35mm,CIWS,2016,2017,2,For 2 SIGMA-10514 (Martadinata) frigates from Netherlands,46.818188,8.227512,CHE,-0.789275,113.921327,IDN
Switzerland,Indonesia,,Skyshield-35,AA gun system,2018,,,EUR100+ m deal | delivery planned from 2019,46.818188,8.227512,CHE,-0.789275,113.921327,IDN
Switzerland,Ireland,1,PC-9,Trainer aircraft,2016,2017,1,,46.818188,8.227512,CHE,53.41291,-8.24389,IRL
Switzerland,Ireland,3,PC-12,Light transport ac,2017,,,EUR32 m deal | incl for reconnaissance | PC-12NG version | delivery planned 2019-2020,46.818188,8.227512,CHE,53.41291,-8.24389,IRL
Switzerland,Jordan,8,PC-21,Trainer aircraft,2016,2017,8,Original order for 9 PC-9M changed to 8 PC-21,46.818188,8.227512,CHE,30.585164,36.238414,JOR
Switzerland,Jordan,2,PC-21,Trainer aircraft,2016,2018,2,,46.818188,8.227512,CHE,30.585164,36.238414,JOR
Switzerland,Jordan,2,PC-21,Trainer aircraft,2017,2018,2,,46.818188,8.227512,CHE,30.585164,36.238414,JOR
Switzerland,Kuwait,(2),Skyguard,AD system,2014,2016,(2),,46.818188,8.227512,CHE,29.31166,47.481766,KWT
Switzerland,Kuwait,(10),Skyguard,Fire control radar,2016,2017-2018,(4),EUR390 m deal | for use with Skyguard AD system | recipient possibly other country | delivery planned 2017-2020,46.818188,8.227512,CHE,29.31166,47.481766,KWT
Switzerland,Malaysia,3,Fieldguard-3,Fire control radar,2007,2010,3,For use in TECTRAN fire control system for Brazilian supplied ASTROS-2 MRL,46.818188,8.227512,CHE,4.210484,101.975766,MYS
Switzerland,Malaysia,5,PC-7 Turbo Trainer,Trainer aircraft,(2014),2016,5,PC-7 Mk-2 version,46.818188,8.227512,CHE,4.210484,101.975766,MYS
Switzerland,Mauritania,1,PC-6 Turbo Porter,Light transport ac,2011,2012,1,Financed by USA | for training,46.818188,8.227512,CHE,21.00789,-10.940835,MRT
Switzerland,Pakistan,(12),GDF 35mm,AA gun,2014,2016-2017,(12),CHF21 m ($23 m) deal,46.818188,8.227512,CHE,30.375321,69.345116,PAK
Switzerland,Pakistan,6,Skyguard,Fire control radar,(2014),2016-2017,(6),For use with GDF 35mm AA guns,46.818188,8.227512,CHE,30.375321,69.345116,PAK
Switzerland,Qatar,24,PC-21,Trainer aircraft,2012,2014-2016,24,CHF600 m ($607 m) deal,46.818188,8.227512,CHE,25.354826,51.183884,QAT
Switzerland,Romania,31,Piranha-3,APC,2006,2008-2015,31,EUR37 m deal | Piranha-3C version | incl for use in Afghanistan and Iraq,46.818188,8.227512,CHE,45.943161,24.96676,ROU
Switzerland,Romania,12,Piranha-3,APC,2017,2018,(12),RON188 m ($45 m) deal | command post ambulance ARV NBC reconnaissance and mortar carrier versions,46.818188,8.227512,CHE,45.943161,24.96676,ROU
Switzerland,Saudi Arabia,(18),Skyguard,Fire control radar,(2006),2009-2011,18,For use with 35mm AA guns,46.818188,8.227512,CHE,23.885942,45.079162,SAU
Switzerland,Saudi Arabia,5,GDM-008 35mm,CIWS,2018,,,For 5 Avante-2200 frigates from Spain,46.818188,8.227512,CHE,23.885942,45.079162,SAU
Switzerland,Singapore,(13),PiPz-3 Kodiak,AEV,(2012),2014-2015,(13),Second-hand Leopard-2 tank chassis rebuilt in Switzerland and Germany to L2-AEV (Kodiak) AEV,46.818188,8.227512,CHE,1.352083,103.819836,SGP
Switzerland,Spain,21,Piranha-3,APC,2007,2010-2014,(21),Piranha-3C version | incl 4 IFV and 1 ARV version,46.818188,8.227512,CHE,40.463667,-3.74922,ESP
Switzerland,Thailand,8,GDF 35mm,AA gun,2015,2017,8,GDF-007 version | part for Skyguard air-defence system,46.818188,8.227512,CHE,15.870032,100.992541,THA
