Supplier,Recipient,Ordered,Weapon model,Weapon category,Ordered year,Delivered year,Delivered num.,Comments,latS,longS,codeS,latR,longR,codeR
Germany,Israel,3,Dolphin/Type-800,Submarine,(2017),,,EUR1.2 b or $2-2.3 b deal (partly funded by German aid) | selected but not yet ordered by end-2018 (incl due to investigation in corruption),51.165691,10.451526,DEU,31.046051,34.851612,ISR
Germany,Italy,4,BR-710,Turbofan,2012,2016-2017,4,For 2 G-550 AEW aircraft from Israel,51.165691,10.451526,DEU,41.87194,12.56738,ITA
Germany,Japan,(15),EC135,Light helicopter,2009,2009-2015,(15),For training | Japanese designation TH-135,51.165691,10.451526,DEU,36.204824,138.252924,JPN
Germany,Japan,16,RK-280,Diesel engine,(2017),,,MAN-28V/33D for 8 30FF frigates produced in Japan | selected but not yet ordered by end-2018,51.165691,10.451526,DEU,36.204824,138.252924,JPN
Germany,Jordan,14,G-120TP,Trainer aircraft,2016,2016-2017,(14),,51.165691,10.451526,DEU,30.585164,36.238414,JOR
Germany,Jordan,(25),Marder-1A3,IFV,2016,2016-2017,25,Second-hand | aid | refurbished before delivery,51.165691,10.451526,DEU,30.585164,36.238414,JOR
Germany,Jordan,2,G-120TP,Trainer aircraft,2017,2018,2,,51.165691,10.451526,DEU,30.585164,36.238414,JOR
Germany,Jordan,25,Marder-1A3,IFV,2017,2018,25,Second-hand | aid | refurbished before delivery,51.165691,10.451526,DEU,30.585164,36.238414,JOR
Germany,Kazakhstan,(12),EC145,Light helicopter,2010,2011-2017,(12),Assembled in Kazakhstan as KH-145 (more delivered to non-military government agencies),51.165691,10.451526,DEU,48.019573,66.923684,KAZ
Germany,Kenya,2,MTU-1163,Diesel engine,2000,2012,2,For 1 Jasiri OPV from Spain,51.165691,10.451526,DEU,-0.023559,37.906193,KEN
Germany,Kenya,6,G-120,Trainer aircraft,2013,2013,6,G-120A-K version | option on 6 more,51.165691,10.451526,DEU,-0.023559,37.906193,KEN
Germany,Kuwait,12,Fuchs-2,APC,2015,2017,12,NBC reconnaissance version,51.165691,10.451526,DEU,29.31166,47.481766,KWT
Germany,Lithuania,6,BPz-2,ARV,2015,2016-2017,(6),Part of EUR58 m ($65 m) deal | second-hand (but possibly modernized before delivery),51.165691,10.451526,DEU,55.169438,23.881275,LTU
Germany,Lithuania,21,M-113,APC,2015,,,Part of EUR58 m ($65 m) deal | second-hand but probably modernized before delivery | M-577V2 version | delivery planned 2019,51.165691,10.451526,DEU,55.169438,23.881275,LTU
Germany,Lithuania,18,PzH-2000 155mm,Self-propelled gun,2015,2016-2018,(18),Part of EUR58 m ($65 m) deal | second-hand but modernized before delivery | 3 more for spare parts,51.165691,10.451526,DEU,55.169438,23.881275,LTU
Germany,Lithuania,2,Boxer,APC,2016,,,Command post version | delivery planned from 2018,51.165691,10.451526,DEU,55.169438,23.881275,LTU
Germany,Lithuania,89,Boxer,IFV,2016,,,Delivery planned 2019-2021,51.165691,10.451526,DEU,55.169438,23.881275,LTU
Germany,Lithuania,168,M-113,APC,2016,2018,(168),Second-hand | M-577V2 version | EUR1.6 m. deal,51.165691,10.451526,DEU,55.169438,23.881275,LTU
Germany,Luxembourg,4,TP400-D6,Turboprop,2003,,,For 1 A400M transport aircraft from Spain,51.165691,10.451526,DEU,49.815273,6.129583,LUX
Germany,Luxembourg,48,Dingo-2,APC,2008,2009-2010,(48),,51.165691,10.451526,DEU,49.815273,6.129583,LUX
Germany,Luxembourg,(2),EC145,Light helicopter,2018,,,H145M version | delivery planned 2019,51.165691,10.451526,DEU,49.815273,6.129583,LUX
Germany,Malaysia,(16),TP400-D6,Turboprop,2005,2015-2017,(16),For 4 A400M transport aircraft from Spain,51.165691,10.451526,DEU,4.210484,101.975766,MYS
Germany,Malaysia,2,DSQS-24,ASW sonar,(2009),2013-2014,2,,51.165691,10.451526,DEU,4.210484,101.975766,MYS
Germany,Malaysia,(257),BFM-2015,Diesel engine,2010,2014-2018,(161),For 257 Pars APC and IFV from Turkey,51.165691,10.451526,DEU,4.210484,101.975766,MYS
Germany,Mauritius,2,MTU-4000,Diesel engine,2011,2014,2,For 1 Barracuda OPV from India,51.165691,10.451526,DEU,-20.348404,57.552152,MUS
Germany,Mexico,25,G-120TP,Trainer aircraft,2014,2015,25,$110 m deal | option on 15 more,51.165691,10.451526,DEU,23.634501,-102.552784,MEX
Germany,Morocco,4,MTU-4000,Diesel engine,2008,2014,4,For 1 FREMM frigate from France,51.165691,10.451526,DEU,31.791702,-7.09262,MAR
Germany,Mozambique,(6),Mirage,Light aircraft,(2014),2015,(6),GX version,51.165691,10.451526,DEU,-18.665695,35.529562,MOZ
Germany,Myanmar,20,G-120TP,Trainer aircraft,(2014),2015-2016,20,,51.165691,10.451526,DEU,21.913965,95.956223,MMR
Germany,Netherlands,(200),MTU-199,Diesel engine,(2006),2013-2018,(200),For Boxer APC produced in Netherlands | assembled in Netherlands,51.165691,10.451526,DEU,52.132633,5.291266,NLD
Germany,Netherlands,8,RK-280,Diesel engine,(2007),2011-2013,(8),MAN-12V28/33 version | for 2 Holland OPV produced in Netherlands and 2 from Romania,51.165691,10.451526,DEU,52.132633,5.291266,NLD
Germany,Netherlands,10,PiPz-3 Kodiak,AEV,2008,2018,(10),,51.165691,10.451526,DEU,52.132633,5.291266,NLD
Germany,Netherlands,41,MIM-104C PAC-2,SAM,2013,2013,41,Second-hand | 1-year loan for use with Dutch Patriot SAM systems stationed in Turkey,51.165691,10.451526,DEU,52.132633,5.291266,NLD
Germany,Netherlands,18,Leopard-2A6,Tank,(2015),2018,18,Second-hand but modernized to Leopard-2A6MA2 before delivery | lease,51.165691,10.451526,DEU,52.132633,5.291266,NLD
Germany,Netherlands,5,PSB-2,ABL,2016,,,Second-hand Leopard-2 tank chassis modified to Leguan ABL | delivery planned 2019-2020,51.165691,10.451526,DEU,52.132633,5.291266,NLD
Germany,New Zealand,4,MAN-280,Diesel engine,2004,2010,4,For 2 Tenix-1600 (Otago) OPV from Australia,51.165691,10.451526,DEU,-40.900557,174.885971,NZL
Germany,Nigeria,4,MTU-4000,Diesel engine,2012,2014-2016,4,For 2 P18N OPV from China,51.165691,10.451526,DEU,9.081999,8.675277,NGA
Germany,Norway,12,MTU-183,Diesel engine,(1999),2010-2013,(12),For 6 Skjold FAC produced in Norway,51.165691,10.451526,DEU,60.472024,8.468946,NOR
Germany,Norway,20,Dingo-2,APC,2010,2010-2012,(20),For use in Afghanistan,51.165691,10.451526,DEU,60.472024,8.468946,NOR
Germany,Norway,5,Tpz-1 Fuchs,APC,(2012),2013,5,NBC reconnaissance version,51.165691,10.451526,DEU,60.472024,8.468946,NOR
Germany,Norway,6,Wisent-2,AEV/ARV,2015,2017-2018,3,Second-hand Leopard-2 tanks rebuilt to Wisent ARV | delivery planned 2017-2019,51.165691,10.451526,DEU,60.472024,8.468946,NOR
Germany,Norway,(24),MTU-881,Diesel engine,2017,,,For 24 K9 self-propelled guns from South Korea,51.165691,10.451526,DEU,60.472024,8.468946,NOR
Germany,Oman,6,MTU-8000,Diesel engine,2007,2013-2014,(6),For 3 Al Shamikh (Khareef) frigates from UK,51.165691,10.451526,DEU,21.512583,55.923255,OMN
Germany,Oman,(172),BFM-2015,Diesel engine,(2015),2017-2018,(67),For Pars IFV from Turkey,51.165691,10.451526,DEU,21.512583,55.923255,OMN
Germany,Pakistan,4,DSQS-23,ASW sonar,(2005),2009-2013,4,For 4 F-22 (Zulfiquar) frigates from China,51.165691,10.451526,DEU,30.375321,69.345116,PAK
Germany,Pakistan,(10),Dingo-2,APC,(2009),2010,10,,51.165691,10.451526,DEU,30.375321,69.345116,PAK
Germany,Pakistan,8,MTU-595,Diesel engine,(2018),,,For 4 MilGem frigates from Turkey,51.165691,10.451526,DEU,30.375321,69.345116,PAK
Germany,Philippines,5,Bell-205/UH-1D,Helicopter,(2013),2013,5,Second-hand,51.165691,10.451526,DEU,12.879721,121.774017,PHL
Germany,Philippines,(130),AIM-9L/I Sidewinder,SRAAM,(2017),,,AIM-9L/I-1 version | for F/A-50 combat aircraft | delivery planned from 2019,51.165691,10.451526,DEU,12.879721,121.774017,PHL
Germany,Poland,18,BPz-2,ARV,2013,2015-2016,(18),Second-hand | part of EUR180 m deal,51.165691,10.451526,DEU,51.919438,19.145136,POL
Germany,Poland,14,Leopard-2A4,Tank,2013,2014,14,Second-hand | part of EUR180 m deal,51.165691,10.451526,DEU,51.919438,19.145136,POL
Germany,Poland,105,Leopard-2A5,Tank,2013,2014-2015,(105),Second-hand | part of EUR180 m deal,51.165691,10.451526,DEU,51.919438,19.145136,POL
Germany,Poland,(35),M-113,APC,2013,2015,35,Second-hand | part of EUR200 m deal | command post and ambulance version,51.165691,10.451526,DEU,51.919438,19.145136,POL
Germany,Poland,(120),MTU-881,Diesel engine,(2014),2016-2018,(32),For 120 K-9 self-propelled guns from South Korea,51.165691,10.451526,DEU,51.919438,19.145136,POL
Germany,Portugal,2,Type-214,Submarine,2004,2010,2,EUR846 m deal (offsets 100% | option on 1 more not used) | Type-209PN version,51.165691,10.451526,DEU,39.399872,-8.224454,PRT
Germany,Qatar,62,Leopard-2A6,Tank,2013,2015-2018,(62),Part of EUR1.9 b deal | Leopard-2A7+ version,51.165691,10.451526,DEU,25.354826,51.183884,QAT
Germany,Qatar,24,PzH-2000 155mm,Self-propelled gun,2013,2015-2016,24,Part of EUR1.9 b deal,51.165691,10.451526,DEU,25.354826,51.183884,QAT
Germany,Qatar,6,Wisent-2,AEV/ARV,2013,2016-2017,(6),,51.165691,10.451526,DEU,25.354826,51.183884,QAT
Germany,Qatar,13,Dingo-2,APC,(2014),2017,(13),,51.165691,10.451526,DEU,25.354826,51.183884,QAT
Germany,Qatar,32,Fennek,Reconnaissance AV,(2014),2017-2018,(32),,51.165691,10.451526,DEU,25.354826,51.183884,QAT
Germany,Qatar,17,Q-01,UAV/OPA,2016,,,EUR89 m ($100 m) deal,51.165691,10.451526,DEU,25.354826,51.183884,QAT
Germany,Saudi Arabia,(80),OM-366,Diesel engine,2006,2010-2011,(80),For 80 CAESAR self-propelled guns from France,51.165691,10.451526,DEU,23.885942,45.079162,SAU
Germany,Saudi Arabia,(1400),IRIS-T,SRAAM,2009,2010-2014,(1400),For Tornado and Typhoon combat aircraft,51.165691,10.451526,DEU,23.885942,45.079162,SAU
Germany,Saudi Arabia,(20),OM-366,Diesel engine,(2009),2011,(20),For 20 CAESAR self-propelled guns from France,51.165691,10.451526,DEU,23.885942,45.079162,SAU
Germany,Saudi Arabia,(10),Luna,UAV,2010,2011-2012,(10),,51.165691,10.451526,DEU,23.885942,45.079162,SAU
Germany,Saudi Arabia,(32),OM-366,Diesel engine,2011,2013-2014,(32),For 32 CAESAR self-propelled guns from France,51.165691,10.451526,DEU,23.885942,45.079162,SAU
Germany,Saudi Arabia,(73),OM-924,Diesel engine,2011,2013-2014,(73),For 73 Aravis APC from France,51.165691,10.451526,DEU,23.885942,45.079162,SAU
Germany,Saudi Arabia,(41),Spexer-2000,Ground surv radar,(2011),2012-2013,(41),For border surveillance,51.165691,10.451526,DEU,23.885942,45.079162,SAU
Germany,Saudi Arabia,(191),OM-924,Diesel engine,2012,2015-2016,(191),For 191 Aravis APC from France,51.165691,10.451526,DEU,23.885942,45.079162,SAU
Germany,Saudi Arabia,(33),FPB-40,Patrol craft,2014,2016-2018,(13),Part of EUR1.4-1.5 b deal,51.165691,10.451526,DEU,23.885942,45.079162,SAU
Germany,Saudi Arabia,4,Spexer-2000,Ground surv radar,2014,2014,(4),For border surveillance,51.165691,10.451526,DEU,23.885942,45.079162,SAU
Germany,Saudi Arabia,2,IPV-60,OPV,2015,,,,51.165691,10.451526,DEU,23.885942,45.079162,SAU
Germany,Saudi Arabia,23,EC145,Light helicopter,2016,2017-2018,(23),EUR500 m deal | ordered via France,51.165691,10.451526,DEU,23.885942,45.079162,SAU
Germany,Saudi Arabia,4,TRS-4D,Multifunction radar,(2017),,,For 4 MMSC frigates from USA,51.165691,10.451526,DEU,23.885942,45.079162,SAU
Germany,Serbia,6,EC145,Light helicopter,2016,2018,1,H145M (EC145M) version | incl 4 armed version | delivery planned 2018-2019,51.165691,10.451526,DEU,44.016521,21.005859,SRB
Germany,Singapore,(8),BR-710,Turbofan,2007,2009-2011,(8),For 4 G-550 AEW aircraft from USA and Israel,51.165691,10.451526,DEU,1.352083,103.819836,SGP
Germany,Singapore,(19),Buffel,ARV,(2007),2010-2011,(19),Second-hand Leopard-2 tank modified to Buffel ARV,51.165691,10.451526,DEU,1.352083,103.819836,SGP
Germany,Singapore,(182),Leopard-2A4,Tank,2007,2007-2012,(182),Second-hand but modernized before delivery (possibly incl some for spares only),51.165691,10.451526,DEU,1.352083,103.819836,SGP
Germany,Singapore,(10),PSB-2,ABL,(2010),2012-2013,(10),Probably second-hand but modernized before delivery or second-hand Leopard-2 tanks modified to ABL,51.165691,10.451526,DEU,1.352083,103.819836,SGP
Germany,Singapore,. .,Leopard-2A7,Tank,2012,2016-2017,25,,51.165691,10.451526,DEU,1.352083,103.819836,SGP
Germany,Singapore,16,MTU-4000,Diesel engine,2013,2017-2018,(10),For 8 LMV (Independence) corvettes produced in Singapore,51.165691,10.451526,DEU,1.352083,103.819836,SGP
Germany,South Korea,(1306),MTU-881,Diesel engine,(1998),1999-2018,(1135),For K-9 self-propelled guns and K-10 ALV produced in South Korea,51.165691,10.451526,DEU,35.907757,127.766922,KOR
Germany,South Korea,(36),MTU-1163,Diesel engine,(2005),2008-2018,36,For 18 Gumdoksuri (PKX-A or PKG-A) FAC produced in South Korea,51.165691,10.451526,DEU,35.907757,127.766922,KOR
Germany,South Korea,(400),MIM-104A Patriot,SAM,(2007),2008-2012,(400),Second-hand,51.165691,10.451526,DEU,35.907757,127.766922,KOR
Germany,South Korea,(88),AIM-9L/I Sidewinder,SRAAM,(2010),2012,(88),AIM-9L/I-1 version,51.165691,10.451526,DEU,35.907757,127.766922,KOR
Germany,South Korea,16,MAN-12V28,Diesel engine,(2012),2014-2018,16,For 4 Cheon Wang Bong (LST-2) landing ships produced in South Korea,51.165691,10.451526,DEU,35.907757,127.766922,KOR
Germany,South Korea,2,MTU-4000,Diesel engine,(2012),2018,2,For 1 FFX-2 (Daegu) frigate produced in South Korea,51.165691,10.451526,DEU,35.907757,127.766922,KOR
Germany,South Korea,(100),MTU-883,Diesel engine,2012,2014-2015,(100),For 100 K-2 tanks produced in South Korea | possibly produced in South Korea,51.165691,10.451526,DEU,35.907757,127.766922,KOR
Germany,South Korea,4,MTU-1163,Diesel engine,(2013),2016,4,For 1 Nampo minelayer produced in South Korea,51.165691,10.451526,DEU,35.907757,127.766922,KOR
Germany,South Korea,177,Taurus KEPD-350,ASM,2013,2016-2017,(177),For F-15K combat aircraft | chosen after USA refused AGM-158 | KEPD-350K version,51.165691,10.451526,DEU,35.907757,127.766922,KOR
Germany,South Korea,14,MTU-4000,Diesel engine,(2017),,,For 7 FFX-2 (Daegu) frigates produced in South Korea,51.165691,10.451526,DEU,35.907757,127.766922,KOR
Germany,South Korea,90,Taurus KEPD-350,ASM,2018,,,For F-15K combat aircraft | KEPD-350K version | delivery planned 2019-2020,51.165691,10.451526,DEU,35.907757,127.766922,KOR
Germany,Spain,(119),MTU-183,Diesel engine,2003,2009-2017,(84),For 119 Pizarro (ASCOD) IFV produced in Spain,51.165691,10.451526,DEU,40.463667,-3.74922,ESP
Germany,Spain,43,Taurus KEPD-350,ASM,2005,2007-2010,43,EUR57 m deal,51.165691,10.451526,DEU,40.463667,-3.74922,ESP
Germany,Spain,8,MTU-1163,Diesel engine,2006,2011-2012,8,For 4 Metero (BAM) OPV produced in Spain,51.165691,10.451526,DEU,40.463667,-3.74922,ESP
Germany,Spain,(21),MTU-183,Diesel engine,2007,2010-2014,(21),For 21 Piranha-3 APC/IFV from Switzerland,51.165691,10.451526,DEU,40.463667,-3.74922,ESP
Germany,Spain,4,Lance MTS,IFV turret,(2009),2014,4,For Piranha-3C IFV from Switzerland,51.165691,10.451526,DEU,40.463667,-3.74922,ESP
Germany,Spain,4,MTU-1163,Diesel engine,2014,2018,4,For 2 Meteoro (BAM) OPV produced in Spain,51.165691,10.451526,DEU,40.463667,-3.74922,ESP
Germany,Spain,(40),MIM-104C PAC-2,SAM,2015,2015,(40),Second-hand,51.165691,10.451526,DEU,40.463667,-3.74922,ESP
Germany,Spain,2,Patriot,SAM system,2015,2015,2,Second-hand | EUR41 m deal,51.165691,10.451526,DEU,40.463667,-3.74922,ESP
Germany,Sweden,6,PiPz-3 Kodiak,AEV,2008,2011-2012,(6),,51.165691,10.451526,DEU,60.128161,18.643501,SWE
Germany,Switzerland,5,ASR-S,Air search radar,(2012),2014-2016,(5),EUR130 m deal,51.165691,10.451526,DEU,46.818188,8.227512,CHE
Germany,Taiwan,(2),MTU-4000,Diesel engine,(2011),2014,(2),For 1 Tuo Jiang corvette produced in Taiwan,51.165691,10.451526,DEU,23.69781,120.960515,TWN
Germany,Taiwan,(22),MTU-4000,Diesel engine,(2018),,,For 11 Tuo Jiang corvettes produced in Taiwan,51.165691,10.451526,DEU,23.69781,120.960515,TWN
Germany,Thailand,(102),MTU-6R-106,Diesel engine,2009,2010-2012,(102),For 102 BTR-3E1 IFV from Ukraine,51.165691,10.451526,DEU,15.870032,100.992541,THA
Germany,Thailand,2,RK-280,Diesel engine,2009,2013,2,For 1 BVT-90 (Krabi) OPV from UK,51.165691,10.451526,DEU,15.870032,100.992541,THA
Germany,Thailand,(40),IRIS-T,SRAAM,2010,2012-2013,(40),For JAS-39 combat aircraft,51.165691,10.451526,DEU,15.870032,100.992541,THA
Germany,Thailand,(121),MTU-6R-106,Diesel engine,2011,2012-2016,(121),For 121 BTR-3 IFV and APC from Ukraine,51.165691,10.451526,DEU,15.870032,100.992541,THA
Germany,Thailand,1,ACTAS,ASW sonar,2013,2018,1,For 1 DW-3000 (Bhumibol Adulyadej) frigate from South Korea,51.165691,10.451526,DEU,15.870032,100.992541,THA
Germany,Thailand,1,ASO-712,ASW sonar,2013,2018,1,For 1 DW-3000 (Bhumibol Adulyadej) frigate from South Korea,51.165691,10.451526,DEU,15.870032,100.992541,THA
Germany,Thailand,6,EC145,Light helicopter,2013,2015,6,$33 m deal | UH-72A version | ordered via USA from US production line,51.165691,10.451526,DEU,15.870032,100.992541,THA
Germany,Thailand,(21),MTU-6R-106,Diesel engine,2013,2016-2017,(21),For 21 BTR-3 IFV from Ukraine,51.165691,10.451526,DEU,15.870032,100.992541,THA
Germany,Thailand,5,EC145,Light helicopter,2014,2016,5,H145M (EC645T2) version,51.165691,10.451526,DEU,15.870032,100.992541,THA
Germany,Thailand,(100),IRIS-T,SRAAM,(2014),2015-2017,(100),For F-16 combat aircraft,51.165691,10.451526,DEU,15.870032,100.992541,THA
Germany,Thailand,1,ACTAS,ASW sonar,(2015),,,For 1 DW-3000 frigate from South Korea,51.165691,10.451526,DEU,15.870032,100.992541,THA
Germany,Thailand,1,ASO-712,ASW sonar,(2015),,,For 1 DW-3000 frigate from South Korea,51.165691,10.451526,DEU,15.870032,100.992541,THA
Germany,Thailand,6,EC145,Light helicopter,2015,2016,(6),EC145T2 version | incl for VIP transport,51.165691,10.451526,DEU,15.870032,100.992541,THA
Germany,Thailand,2,RK-280,Diesel engine,2016,,,For 1 BVT-90 (Krabi) OPV from UK,51.165691,10.451526,DEU,15.870032,100.992541,THA
Germany,Thailand,(42),IRIS-T,SRAAM,2018,2018,(21),For F-5E combat aircraft,51.165691,10.451526,DEU,15.870032,100.992541,THA
Germany,Tunisia,5,Spexer-2000,Ground surv radar,2016,2017,5,Aid,51.165691,10.451526,DEU,33.886917,9.537499,TUN
Germany,Turkey,(470),MTU-881,Diesel engine,(2001),2004-2013,(470),For 170 Sabra-3 (modernized M-60) tanks from Israel and 300 K-9 self-propelled guns from South Korea,51.165691,10.451526,DEU,38.963745,35.243322,TUR
Germany,Turkey,(40),TP400-D6,Turboprop,2003,2014-2018,(28),For 10 A400M transport aircraft from Spain,51.165691,10.451526,DEU,38.963745,35.243322,TUR
Germany,Turkey,(298),Leopard-2A4,Tank,2005,2006-2010,(298),Second-hand (but modernized to Leopard-2NG after delivery in Turkey) | EUR365 m deal,51.165691,10.451526,DEU,38.963745,35.243322,TUR
Germany,Turkey,(4),MTU-595,Diesel engine,2008,2011-2013,4,For 2 MilGem (Ada) frigates produced in Turkey,51.165691,10.451526,DEU,38.963745,35.243322,TUR
Germany,Turkey,(70),MTU-881,Diesel engine,2008,2013-2018,(52),For K-10 ALV from South Korea,51.165691,10.451526,DEU,38.963745,35.243322,TUR
Germany,Turkey,56,Leopard-2A4,Tank,2009,2010-2014,(56),Second-hand but probably modernized to Leopard-2NG version in Turkey after delivery,51.165691,10.451526,DEU,38.963745,35.243322,TUR
Germany,Turkey,4,MTU-595,Diesel engine,(2014),2018,2,For 2 MilGem (Ada) frigates produced in Turkey,51.165691,10.451526,DEU,38.963745,35.243322,TUR
Germany,Turkey,8,MTU-595,Diesel engine,(2016),,,For 4 TF-100 (I or MilGem-G) frigates produced in Turkey,51.165691,10.451526,DEU,38.963745,35.243322,TUR
Germany,Turkmenistan,(10),D-2848,Diesel engine,(2010),2011,(10),For 10 Survivor-2 APC from Austria,51.165691,10.451526,DEU,38.969719,59.556278,TKM
Germany,Turkmenistan,12,MTU-4000,Diesel engine,2014,2015-2017,(12),For 6 Dearsan 33m FAC from Turkey,51.165691,10.451526,DEU,38.969719,59.556278,TKM
Germany,UAE,436,MTU-883,Diesel engine,1993,1994-2010,(436),For 390 Leclerc tanks and 46 Leclerc ARV from France,51.165691,10.451526,DEU,23.424076,53.847818,ARE
Germany,UAE,(24),MTU-595,Diesel engine,(2003),2011-2016,24,For 6 Baynunah corvettes from France,51.165691,10.451526,DEU,23.424076,53.847818,ARE
